location,name,category,price,cost,utility,quantity,total,total_utility,Year,Month,Day_name,Day,Hour,sale_timestamp
Mall,Macchiato,Coffee,2.26,1.18,1.08,3,6.78,3.24,2024,March,Friday,29,11,2024-03-29 11:30:00
Financial District,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,March,Tuesday,5,13,2024-03-05 13:15:00
Suburbs,Macchiato,Coffee,2.26,1.18,1.08,5,11.3,5.4,2024,April,Sunday,21,13,2024-04-21 13:55:00
Mall,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Thursday,4,5,2024-01-04 05:47:00
Mall,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Wednesday,21,9,2024-02-21 09:13:00
Downtown,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,February,Wednesday,21,6,2024-02-21 06:29:00
Suburbs,Wrap,Food,4.36,2.28,2.08,2,8.72,4.16,2024,January,Wednesday,17,19,2024-01-17 19:58:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,March,Thursday,28,5,2024-03-28 05:56:00
Downtown,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Friday,19,3,2024-04-19 03:42:00
Suburbs,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,March,Sunday,10,20,2024-03-10 20:13:00
Mall,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,March,Thursday,28,9,2024-03-28 09:22:00
Mall,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,February,Wednesday,28,14,2024-02-28 14:43:00
Financial District,Smoothie,Food,3.94,2.06,1.88,3,11.82,5.64,2024,January,Monday,8,18,2024-01-08 18:24:00
University District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Thursday,29,23,2024-02-29 23:09:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Thursday,18,16,2024-01-18 16:42:00
Financial District,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Thursday,11,21,2024-01-11 21:00:00
Financial District,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,January,Wednesday,17,23,2024-01-17 23:59:00
University District,Iced Mocha,Coffee,5.19,2.71,2.48,4,20.76,9.92,2024,January,Friday,26,20,2024-01-26 20:30:00
Downtown,Sandwich,Food,2.83,1.48,1.35,3,8.49,4.05,2024,January,Wednesday,3,7,2024-01-03 07:40:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,March,Thursday,14,2,2024-03-14 02:11:00
Mall,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Tuesday,23,2,2024-01-23 02:29:00
Downtown,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,April,Friday,5,21,2024-04-05 21:51:00
Financial District,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,April,Friday,5,23,2024-04-05 23:47:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,March,Wednesday,27,20,2024-03-27 20:05:00
Downtown,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,March,Thursday,28,13,2024-03-28 13:26:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,April,Sunday,28,9,2024-04-28 09:50:00
Financial District,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,March,Tuesday,12,16,2024-03-12 16:13:00
Suburbs,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,February,Wednesday,21,8,2024-02-21 08:13:00
University District,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,March,Wednesday,20,16,2024-03-20 16:33:00
University District,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,April,Tuesday,9,12,2024-04-09 12:29:00
Downtown,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,March,Sunday,10,16,2024-03-10 16:35:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,4,11.28,5.4,2024,April,Monday,1,0,2024-04-01 00:34:00
Mall,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,March,Monday,25,19,2024-03-25 19:14:00
Financial District,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,February,Thursday,15,17,2024-02-15 17:40:00
Downtown,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Sunday,28,0,2024-04-28 00:54:00
Mall,Latte,Coffee,6.28,3.28,3.0,3,18.84,9.0,2024,January,Monday,15,18,2024-01-15 18:35:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,2,12.72,6.08,2024,February,Monday,5,22,2024-02-05 22:14:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,February,Tuesday,13,22,2024-02-13 22:21:00
Downtown,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,April,Tuesday,23,6,2024-04-23 06:53:00
Mall,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,March,Thursday,28,4,2024-03-28 04:06:00
University District,Flat White,Coffee,2.7,1.41,1.29,4,10.8,5.16,2024,April,Thursday,25,22,2024-04-25 22:42:00
Downtown,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,March,Sunday,3,10,2024-03-03 10:16:00
University District,Cold Brew,Coffee,5.9,3.08,2.82,3,17.7,8.46,2024,January,Sunday,14,12,2024-01-14 12:58:00
Financial District,Macchiato,Coffee,2.26,1.18,1.08,2,4.52,2.16,2024,February,Friday,23,11,2024-02-23 11:23:00
Financial District,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,April,Wednesday,10,7,2024-04-10 07:21:00
Mall,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Sunday,11,17,2024-02-11 17:11:00
Financial District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,January,Wednesday,10,17,2024-01-10 17:17:00
Mall,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,January,Wednesday,31,5,2024-01-31 05:18:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,March,Sunday,17,7,2024-03-17 07:25:00
University District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,March,Sunday,31,14,2024-03-31 14:40:00
University District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,January,Thursday,18,3,2024-01-18 03:26:00
Financial District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Thursday,29,12,2024-02-29 12:56:00
University District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,February,Thursday,22,13,2024-02-22 13:31:00
Downtown,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,January,Wednesday,10,1,2024-01-10 01:54:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,January,Saturday,13,13,2024-01-13 13:31:00
Downtown,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,January,Friday,5,15,2024-01-05 15:55:00
Downtown,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,January,Saturday,27,23,2024-01-27 23:01:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,January,Monday,15,0,2024-01-15 00:39:00
Suburbs,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,April,Wednesday,3,3,2024-04-03 03:11:00
Mall,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,January,Friday,5,1,2024-01-05 01:41:00
University District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Tuesday,6,2,2024-02-06 02:48:00
University District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,February,Saturday,10,1,2024-02-10 01:08:00
Suburbs,Cheesecake,Bakery,2.82,1.47,1.35,3,8.46,4.05,2024,April,Sunday,28,4,2024-04-28 04:16:00
Financial District,Iced Mocha,Coffee,5.19,2.71,2.48,3,15.57,7.44,2024,April,Friday,26,2,2024-04-26 02:42:00
University District,Americano,Coffee,4.69,2.45,2.24,4,18.76,8.96,2024,March,Tuesday,26,1,2024-03-26 01:34:00
Downtown,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,April,Friday,26,4,2024-04-26 04:50:00
Suburbs,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,January,Monday,22,7,2024-01-22 07:31:00
Suburbs,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Wednesday,17,12,2024-01-17 12:55:00
University District,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,March,Monday,4,15,2024-03-04 15:54:00
University District,Bagel,Bakery,2.09,1.09,1.0,2,4.18,2.0,2024,February,Tuesday,27,23,2024-02-27 23:04:00
Mall,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,March,Friday,1,22,2024-03-01 22:51:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,April,Thursday,18,10,2024-04-18 10:53:00
Downtown,Iced Mocha,Coffee,5.19,2.71,2.48,3,15.57,7.44,2024,March,Friday,1,2,2024-03-01 02:33:00
Suburbs,Americano,Coffee,4.69,2.45,2.24,3,14.07,6.72,2024,March,Friday,29,14,2024-03-29 14:42:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,April,Thursday,18,16,2024-04-18 16:08:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,February,Wednesday,28,11,2024-02-28 11:05:00
Suburbs,Bagel,Bakery,2.09,1.09,1.0,2,4.18,2.0,2024,March,Monday,18,5,2024-03-18 05:04:00
Downtown,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Monday,29,11,2024-01-29 11:46:00
Mall,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,April,Thursday,18,14,2024-04-18 14:48:00
Mall,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,March,Monday,25,0,2024-03-25 00:15:00
Mall,Americano,Coffee,4.69,2.45,2.24,4,18.76,8.96,2024,January,Thursday,4,15,2024-01-04 15:40:00
Financial District,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,April,Wednesday,10,12,2024-04-10 12:09:00
Financial District,Brownie,Bakery,2.96,1.55,1.41,2,5.92,2.82,2024,March,Tuesday,26,15,2024-03-26 15:44:00
Downtown,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,March,Tuesday,12,4,2024-03-12 04:15:00
Financial District,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,April,Sunday,21,5,2024-04-21 05:11:00
University District,Flat White,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,April,Monday,15,19,2024-04-15 19:15:00
Financial District,Bagel,Bakery,2.09,1.09,1.0,2,4.18,2.0,2024,January,Tuesday,2,0,2024-01-02 00:27:00
Mall,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,April,Friday,5,6,2024-04-05 06:13:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,2,12.72,6.08,2024,April,Tuesday,2,22,2024-04-02 22:32:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,3,8.1,3.87,2024,March,Wednesday,13,17,2024-03-13 17:25:00
Suburbs,Iced Latte,Coffee,4.71,2.46,2.25,3,14.13,6.75,2024,April,Tuesday,9,19,2024-04-09 19:20:00
Downtown,Tea,Drink,3.31,1.73,1.58,1,3.31,1.58,2024,January,Wednesday,24,17,2024-01-24 17:21:00
University District,Wrap,Food,4.36,2.28,2.08,3,13.08,6.24,2024,March,Sunday,17,22,2024-03-17 22:43:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,March,Friday,1,14,2024-03-01 14:58:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,3,15.87,7.59,2024,January,Saturday,13,13,2024-01-13 13:23:00
Suburbs,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,April,Saturday,13,4,2024-04-13 04:16:00
Suburbs,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,April,Saturday,27,11,2024-04-27 11:29:00
Mall,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,February,Monday,5,5,2024-02-05 05:23:00
Financial District,Salad,Food,3.37,1.76,1.61,2,6.74,3.22,2024,March,Tuesday,19,5,2024-03-19 05:40:00
University District,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,April,Tuesday,9,3,2024-04-09 03:28:00
Mall,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,March,Wednesday,13,23,2024-03-13 23:11:00
Mall,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,March,Friday,1,14,2024-03-01 14:18:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,March,Thursday,7,11,2024-03-07 11:35:00
University District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,February,Tuesday,13,2,2024-02-13 02:31:00
Financial District,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,March,Wednesday,6,22,2024-03-06 22:48:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,February,Wednesday,7,13,2024-02-07 13:34:00
Financial District,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Tuesday,30,10,2024-01-30 10:55:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Saturday,2,6,2024-03-02 06:51:00
Mall,Flat White,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,January,Friday,19,20,2024-01-19 20:04:00
Downtown,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,January,Wednesday,17,6,2024-01-17 06:03:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,January,Tuesday,2,16,2024-01-02 16:22:00
University District,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,March,Saturday,30,21,2024-03-30 21:37:00
Downtown,Bagel,Bakery,2.09,1.09,1.0,2,4.18,2.0,2024,March,Thursday,14,12,2024-03-14 12:54:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,5,13.5,6.45,2024,April,Wednesday,10,8,2024-04-10 08:47:00
Mall,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,April,Saturday,20,14,2024-04-20 14:19:00
Mall,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,February,Thursday,22,3,2024-02-22 03:08:00
University District,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,April,Wednesday,10,10,2024-04-10 10:13:00
Downtown,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,April,Thursday,11,18,2024-04-11 18:33:00
Downtown,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,January,Tuesday,30,11,2024-01-30 11:58:00
Financial District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,January,Saturday,27,19,2024-01-27 19:13:00
Downtown,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,February,Tuesday,20,4,2024-02-20 04:56:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,January,Monday,29,22,2024-01-29 22:30:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,January,Monday,15,13,2024-01-15 13:14:00
University District,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,January,Wednesday,24,3,2024-01-24 03:41:00
Downtown,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,January,Saturday,20,0,2024-01-20 00:59:00
Financial District,Iced Mocha,Coffee,5.19,2.71,2.48,3,15.57,7.44,2024,February,Sunday,4,11,2024-02-04 11:39:00
Mall,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,April,Tuesday,2,13,2024-04-02 13:34:00
Downtown,Iced Latte,Coffee,4.71,2.46,2.25,2,9.42,4.5,2024,February,Friday,9,11,2024-02-09 11:20:00
Downtown,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,April,Friday,19,6,2024-04-19 06:25:00
Mall,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,February,Friday,16,1,2024-02-16 01:23:00
Suburbs,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,March,Wednesday,6,5,2024-03-06 05:01:00
University District,Smoothie,Food,3.94,2.06,1.88,3,11.82,5.64,2024,March,Tuesday,12,12,2024-03-12 12:11:00
Suburbs,Brownie,Bakery,2.96,1.55,1.41,2,5.92,2.82,2024,March,Friday,22,4,2024-03-22 04:41:00
Financial District,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,January,Thursday,18,11,2024-01-18 11:22:00
Downtown,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Friday,23,9,2024-02-23 09:33:00
Suburbs,Croissant,Bakery,6.36,3.32,3.04,3,19.08,9.12,2024,February,Thursday,1,15,2024-02-01 15:29:00
University District,Cheesecake,Bakery,2.82,1.47,1.35,2,5.64,2.7,2024,March,Friday,22,21,2024-03-22 21:37:00
Financial District,Brownie,Bakery,2.96,1.55,1.41,2,5.92,2.82,2024,January,Friday,19,22,2024-01-19 22:37:00
Suburbs,Espresso,Coffee,3.69,1.93,1.76,1,3.69,1.76,2024,March,Wednesday,13,11,2024-03-13 11:35:00
Downtown,Bagel,Bakery,2.09,1.09,1.0,3,6.27,3.0,2024,February,Thursday,29,16,2024-02-29 16:36:00
University District,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,February,Saturday,10,4,2024-02-10 04:59:00
Downtown,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Tuesday,9,10,2024-01-09 10:47:00
Downtown,Wrap,Food,4.36,2.28,2.08,4,17.44,8.32,2024,February,Thursday,1,11,2024-02-01 11:50:00
Financial District,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,April,Thursday,11,20,2024-04-11 20:22:00
University District,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,January,Saturday,20,8,2024-01-20 08:43:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,January,Wednesday,10,23,2024-01-10 23:34:00
Downtown,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,January,Thursday,18,1,2024-01-18 01:11:00
University District,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,March,Wednesday,6,9,2024-03-06 09:48:00
Downtown,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,March,Sunday,24,20,2024-03-24 20:46:00
Suburbs,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,April,Saturday,13,9,2024-04-13 09:57:00
Suburbs,Espresso,Coffee,3.69,1.93,1.76,3,11.07,5.28,2024,March,Friday,1,23,2024-03-01 23:54:00
University District,Flat White,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Friday,5,9,2024-01-05 09:52:00
Financial District,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,March,Sunday,10,18,2024-03-10 18:35:00
Mall,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,March,Monday,18,11,2024-03-18 11:26:00
Suburbs,Cappuccino,Coffee,5.29,2.76,2.53,2,10.58,5.06,2024,February,Friday,9,15,2024-02-09 15:20:00
Financial District,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,January,Saturday,6,23,2024-01-06 23:14:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,January,Saturday,6,21,2024-01-06 21:15:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,March,Saturday,30,23,2024-03-30 23:59:00
Mall,Iced Mocha,Coffee,5.19,2.71,2.48,3,15.57,7.44,2024,March,Saturday,2,3,2024-03-02 03:15:00
Downtown,Cheesecake,Bakery,2.82,1.47,1.35,3,8.46,4.05,2024,March,Thursday,7,15,2024-03-07 15:43:00
University District,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,April,Saturday,27,0,2024-04-27 00:16:00
Suburbs,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,February,Thursday,22,17,2024-02-22 17:23:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,January,Tuesday,2,20,2024-01-02 20:30:00
Downtown,Mocha,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,February,Sunday,11,3,2024-02-11 03:43:00
Suburbs,Americano,Coffee,4.69,2.45,2.24,1,4.69,2.24,2024,January,Thursday,25,12,2024-01-25 12:36:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,January,Saturday,13,23,2024-01-13 23:50:00
Suburbs,Iced Latte,Coffee,4.71,2.46,2.25,1,4.71,2.25,2024,April,Sunday,28,16,2024-04-28 16:06:00
Suburbs,Salad,Food,3.37,1.76,1.61,2,6.74,3.22,2024,March,Sunday,10,19,2024-03-10 19:10:00
Suburbs,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,January,Thursday,4,14,2024-01-04 14:19:00
Financial District,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,January,Thursday,18,9,2024-01-18 09:43:00
Suburbs,Sandwich,Food,2.83,1.48,1.35,4,11.32,5.4,2024,February,Saturday,10,6,2024-02-10 06:49:00
Downtown,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,February,Monday,19,7,2024-02-19 07:31:00
Suburbs,Espresso,Coffee,3.69,1.93,1.76,2,7.38,3.52,2024,April,Sunday,7,17,2024-04-07 17:53:00
Mall,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Tuesday,20,8,2024-02-20 08:21:00
Mall,Bagel,Bakery,2.09,1.09,1.0,1,2.09,1.0,2024,January,Wednesday,24,7,2024-01-24 07:26:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,2,12.72,6.08,2024,March,Friday,22,14,2024-03-22 14:08:00
Financial District,Smoothie,Food,3.94,2.06,1.88,3,11.82,5.64,2024,April,Saturday,20,9,2024-04-20 09:06:00
Downtown,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,April,Friday,26,2,2024-04-26 02:35:00
Financial District,Croissant,Bakery,6.36,3.32,3.04,1,6.36,3.04,2024,February,Thursday,29,14,2024-02-29 14:49:00
University District,Brownie,Bakery,2.96,1.55,1.41,4,11.84,5.64,2024,February,Monday,12,12,2024-02-12 12:17:00
Mall,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,January,Thursday,18,7,2024-01-18 07:39:00
Mall,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,February,Sunday,25,10,2024-02-25 10:54:00
Mall,Americano,Coffee,4.69,2.45,2.24,2,9.38,4.48,2024,April,Monday,29,2,2024-04-29 02:48:00
Financial District,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,April,Monday,8,4,2024-04-08 04:49:00
Downtown,Sandwich,Food,2.83,1.48,1.35,4,11.32,5.4,2024,April,Monday,8,16,2024-04-08 16:15:00
Financial District,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,February,Saturday,24,10,2024-02-24 10:46:00
Mall,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,March,Tuesday,12,18,2024-03-12 18:06:00
Mall,Latte,Coffee,6.28,3.28,3.0,3,18.84,9.0,2024,March,Thursday,14,12,2024-03-14 12:48:00
Mall,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,February,Monday,12,7,2024-02-12 07:16:00
Mall,Smoothie,Food,3.94,2.06,1.88,2,7.88,3.76,2024,January,Wednesday,10,21,2024-01-10 21:54:00
University District,Flat White,Coffee,2.7,1.41,1.29,2,5.4,2.58,2024,February,Thursday,29,5,2024-02-29 05:25:00
Mall,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Wednesday,17,22,2024-01-17 22:38:00
Financial District,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,February,Monday,26,14,2024-02-26 14:26:00
Mall,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Sunday,21,22,2024-01-21 22:15:00
Suburbs,Cold Brew,Coffee,5.9,3.08,2.82,1,5.9,2.82,2024,March,Monday,18,20,2024-03-18 20:16:00
University District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,March,Friday,29,18,2024-03-29 18:43:00
Mall,Iced Mocha,Coffee,5.19,2.71,2.48,2,10.38,4.96,2024,January,Monday,8,22,2024-01-08 22:12:00
Suburbs,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,April,Thursday,11,15,2024-04-11 15:25:00
Financial District,Flat White,Coffee,2.7,1.41,1.29,4,10.8,5.16,2024,April,Wednesday,10,4,2024-04-10 04:26:00
University District,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,March,Tuesday,19,16,2024-03-19 16:03:00
Mall,Wrap,Food,4.36,2.28,2.08,1,4.36,2.08,2024,March,Monday,4,7,2024-03-04 07:42:00
Financial District,Brownie,Bakery,2.96,1.55,1.41,1,2.96,1.41,2024,March,Wednesday,6,11,2024-03-06 11:41:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,1,3.94,1.88,2024,January,Friday,26,20,2024-01-26 20:19:00
University District,Iced Mocha,Coffee,5.19,2.71,2.48,1,5.19,2.48,2024,January,Thursday,25,15,2024-01-25 15:47:00
Mall,Cheesecake,Bakery,2.82,1.47,1.35,1,2.82,1.35,2024,February,Friday,9,7,2024-02-09 07:11:00
Financial District,Americano,Coffee,4.69,2.45,2.24,5,23.45,11.2,2024,March,Friday,1,17,2024-03-01 17:48:00
University District,Latte,Coffee,6.28,3.28,3.0,1,6.28,3.0,2024,April,Sunday,28,11,2024-04-28 11:51:00
Suburbs,Cappuccino,Coffee,5.29,2.76,2.53,1,5.29,2.53,2024,March,Sunday,3,9,2024-03-03 09:16:00
Mall,Macchiato,Coffee,2.26,1.18,1.08,1,2.26,1.08,2024,March,Saturday,2,15,2024-03-02 15:25:00
University District,Sandwich,Food,2.83,1.48,1.35,1,2.83,1.35,2024,April,Friday,5,18,2024-04-05 18:59:00
Suburbs,Iced Mocha,Coffee,5.19,2.71,2.48,3,15.57,7.44,2024,February,Wednesday,21,20,2024-02-21 20:04:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,3,11.82,5.64,2024,January,Wednesday,3,17,2024-01-03 17:43:00
Financial District,Salad,Food,3.37,1.76,1.61,1,3.37,1.61,2024,April,Thursday,11,19,2024-04-11 19:15:00
Suburbs,Smoothie,Food,3.94,2.06,1.88,3,11.82,5.64,2024,March,Monday,11,16,2024-03-11 16:04:00
Suburbs,Mocha,Coffee,2.7,1.41,1.29,1,2.7,1.29,2024,February,Friday,16,13,2024-02-16 13:08:00
Downtown,Tea,Drink,3.31,1.73,1.58,2,6.62,3.16,2024,April,Friday,26,7,2024-04-26 07:01:00
Suburbs,Muffin,Bakery,5.75,3.0,2.75,2,11.5,5.5,2024,April,Sunday,7,5,2024-04-07 05:10:00
Mall,Muffin,Bakery,5.75,3.0,2.75,1,5.75,2.75,2024,January,Friday,19,4,2024-01-19 04:25:00
