location,comment,rating,feedback_date
Mall,Great service!,4,2024-04-06
Mall,Great service!,5,2024-04-10
Mall,Very clean,4,2024-01-10
Suburbs,Bad experience,4,2024-04-27
University District,Loved the croissant,5,2024-01-24
Downtown,Friendly barista,3,2024-04-09
Suburbs,Line was too long,4,2024-01-03
University District,Loved the croissant,5,2024-02-16
University District,Best coffee ever,4,2024-04-10
University District,Best coffee ever,5,2024-03-31
University District,Friendly barista,4,2024-03-28
Financial District,Bad experience,5,2024-03-20
University District,Best coffee ever,3,2024-02-16
Mall,Wifi was slow,5,2024-04-05
University District,Very clean,3,2024-02-25
Downtown,Great service!,3,2024-02-22
Financial District,Loved the croissant,4,2024-03-20
Downtown,Needs more vegan options,4,2024-03-13
Downtown,Great service!,2,2024-03-20
Downtown,Very clean,3,2024-02-19
Suburbs,Line was too long,3,2024-01-16
University District,Loved the croissant,5,2024-01-04
University District,Very clean,5,2024-04-22
Downtown,Needs more vegan options,4,2024-01-11
University District,Very clean,5,2024-01-24
Suburbs,Wifi was slow,4,2024-04-20
University District,Excellent staff,4,2024-01-31
University District,Bad experience,5,2024-02-19
Downtown,Very clean,3,2024-03-28
Financial District,Very clean,1,2024-04-29
Financial District,Needs more vegan options,4,2024-03-28
University District,Not impressed,3,2024-04-27
Downtown,Needs more vegan options,3,2024-03-28
Financial District,Line was too long,5,2024-04-09
Financial District,Best coffee ever,5,2024-02-01
Mall,Not impressed,4,2024-03-19
Financial District,Great service!,2,2024-03-26
Suburbs,Not impressed,3,2024-02-28
Mall,Not impressed,4,2024-04-07
Downtown,Coffee was cold,5,2024-04-12
Mall,Not impressed,5,2024-01-12
Financial District,Coffee was cold,4,2024-01-17
Mall,Great service!,2,2024-04-14
Downtown,Line was too long,3,2024-04-15
University District,Very clean,3,2024-01-02
Suburbs,Very clean,4,2024-02-08
University District,Excellent staff,1,2024-04-27
Downtown,Not impressed,4,2024-02-19
University District,Very clean,5,2024-03-10
Suburbs,Will come again,5,2024-02-20
Downtown,Friendly barista,5,2024-01-31
University District,Very clean,4,2024-04-22
Suburbs,Loved the croissant,4,2024-01-25
Mall,Wifi was slow,3,2024-04-28
University District,Tasty food,5,2024-02-26
Mall,Too noisy,4,2024-01-28
Financial District,Coffee was cold,3,2024-02-14
Mall,Excellent staff,5,2024-01-26
Mall,Bad experience,5,2024-03-08
Financial District,Very clean,4,2024-01-29
Downtown,Bad experience,5,2024-03-19
Financial District,Great service!,4,2024-02-24
Mall,Wifi was slow,4,2024-04-07
Downtown,Excellent staff,3,2024-04-06
University District,Friendly barista,4,2024-03-20
Suburbs,Tasty food,4,2024-02-09
Downtown,Bad experience,5,2024-04-12
Mall,Will come again,4,2024-01-05
University District,Needs more vegan options,5,2024-02-27
Downtown,Very clean,5,2024-04-25
Suburbs,Line was too long,4,2024-04-07
Mall,Best coffee ever,5,2024-03-01
Financial District,Wifi was slow,4,2024-01-22
Suburbs,Will come again,3,2024-02-06
Suburbs,Bad experience,4,2024-03-14
Suburbs,Line was too long,2,2024-01-31
Suburbs,Will come again,5,2024-01-14
University District,Bad experience,3,2024-02-03
Downtown,Loved the croissant,4,2024-02-22
Suburbs,Wifi was slow,4,2024-03-23
Suburbs,Bad experience,4,2024-04-10
Mall,Best coffee ever,3,2024-01-21
Financial District,Best coffee ever,5,2024-02-06
Mall,Tasty food,5,2024-01-24
Downtown,Loved the croissant,2,2024-04-05
University District,Great service!,4,2024-03-04
Financial District,Needs more vegan options,3,2024-04-03
Mall,Very clean,4,2024-04-10
Mall,Friendly barista,3,2024-04-11
University District,Bad experience,3,2024-01-17
University District,Tasty food,4,2024-02-15
Financial District,Needs more vegan options,2,2024-04-09
Suburbs,Needs more vegan options,5,2024-01-31
University District,Not impressed,4,2024-02-19
Mall,Excellent staff,5,2024-02-19
Mall,Too noisy,1,2024-02-12
Suburbs,Tasty food,5,2024-01-17
Suburbs,Loved the croissant,5,2024-03-18
University District,Loved the croissant,5,2024-03-10
Suburbs,Line was too long,2,2024-04-03
Mall,Great service!,4,2024-01-19
University District,Too noisy,5,2024-02-19
Financial District,Line was too long,4,2024-03-02
Downtown,Needs more vegan options,5,2024-01-27
University District,Line was too long,5,2024-02-09
Financial District,Very clean,5,2024-02-06
Mall,Line was too long,4,2024-04-04
University District,Tasty food,4,2024-01-16
University District,Loved the croissant,4,2024-03-17
University District,Excellent staff,5,2024-03-19
Suburbs,Bad experience,3,2024-01-26
Suburbs,Too noisy,5,2024-02-28
Mall,Wifi was slow,5,2024-04-02
Financial District,Best coffee ever,4,2024-03-05
University District,Needs more vegan options,4,2024-02-02
Downtown,Very clean,1,2024-02-03
Downtown,Too noisy,5,2024-02-29
Downtown,Too noisy,4,2024-02-20
Suburbs,Will come again,4,2024-04-07
Mall,Tasty food,5,2024-03-04
University District,Friendly barista,3,2024-04-21
Mall,Loved the croissant,5,2024-04-07
Suburbs,Needs more vegan options,4,2024-01-21
University District,Wifi was slow,2,2024-01-07
University District,Best coffee ever,4,2024-03-05
Mall,Coffee was cold,4,2024-03-05
Downtown,Friendly barista,4,2024-03-04
Downtown,Line was too long,5,2024-01-18
Financial District,Best coffee ever,4,2024-04-05
Financial District,Not impressed,4,2024-04-04
Mall,Too noisy,3,2024-03-01
University District,Not impressed,4,2024-03-22
Suburbs,Tasty food,5,2024-01-16
Suburbs,Tasty food,3,2024-03-05
Financial District,Wifi was slow,2,2024-03-01
Financial District,Tasty food,4,2024-04-17
Suburbs,Wifi was slow,5,2024-03-15
Downtown,Coffee was cold,5,2024-03-04
Mall,Loved the croissant,2,2024-01-30
Financial District,Best coffee ever,5,2024-04-14
Financial District,Very clean,2,2024-04-01
Suburbs,Coffee was cold,5,2024-03-30
Downtown,Friendly barista,4,2024-03-27
Suburbs,Coffee was cold,5,2024-01-10
Financial District,Very clean,2,2024-03-15
Suburbs,Not impressed,2,2024-04-28
Mall,Coffee was cold,5,2024-04-18
Financial District,Coffee was cold,5,2024-04-17
Financial District,Very clean,2,2024-03-10
Financial District,Loved the croissant,5,2024-01-29
Financial District,Loved the croissant,5,2024-01-22
Financial District,Will come again,4,2024-01-14
University District,Very clean,3,2024-01-06
University District,Too noisy,4,2024-02-13
Suburbs,Line was too long,4,2024-03-03
University District,Very clean,3,2024-02-19
Financial District,Best coffee ever,5,2024-04-28
Financial District,Excellent staff,5,2024-03-01
Financial District,Friendly barista,1,2024-01-20
University District,Very clean,1,2024-03-15
University District,Wifi was slow,4,2024-03-06
Downtown,Loved the croissant,5,2024-04-17
Financial District,Needs more vegan options,5,2024-03-29
Downtown,Best coffee ever,5,2024-01-15
Downtown,Bad experience,3,2024-04-28
Downtown,Wifi was slow,5,2024-02-07
Financial District,Line was too long,4,2024-01-05
University District,Too noisy,4,2024-01-15
Financial District,Loved the croissant,3,2024-03-30
University District,Best coffee ever,4,2024-01-11
Financial District,Needs more vegan options,5,2024-04-20
Mall,Line was too long,4,2024-02-20
Mall,Wifi was slow,2,2024-02-02
Financial District,Too noisy,5,2024-04-10
Financial District,Will come again,1,2024-02-05
Financial District,Needs more vegan options,2,2024-02-10
Mall,Bad experience,4,2024-04-11
Financial District,Tasty food,4,2024-04-28
Suburbs,Not impressed,4,2024-03-15
Suburbs,Great service!,2,2024-02-04
Suburbs,Great service!,5,2024-04-28
Financial District,Coffee was cold,4,2024-02-26
Downtown,Very clean,4,2024-03-04
Downtown,Bad experience,1,2024-03-13
University District,Best coffee ever,2,2024-03-15
Suburbs,Coffee was cold,4,2024-04-14
Mall,Bad experience,4,2024-02-02
Suburbs,Too noisy,3,2024-04-18
Suburbs,Great service!,4,2024-02-02
University District,Very clean,3,2024-03-31
Suburbs,Bad experience,4,2024-01-18
Downtown,Not impressed,5,2024-01-11
Mall,Will come again,3,2024-03-02
Downtown,Will come again,4,2024-02-16
Suburbs,Line was too long,4,2024-04-03
Financial District,Too noisy,3,2024-03-01
Mall,Friendly barista,4,2024-03-20
Mall,Coffee was cold,2,2024-02-25
University District,Friendly barista,4,2024-01-24
University District,Very clean,5,2024-03-05
Mall,Tasty food,4,2024-03-15
Mall,Will come again,5,2024-01-06
Downtown,Friendly barista,3,2024-03-16
Suburbs,Best coffee ever,2,2024-01-26
Mall,Loved the croissant,1,2024-03-23
Financial District,Too noisy,4,2024-03-05
Suburbs,Will come again,5,2024-04-26
Mall,Great service!,3,2024-04-07
University District,Great service!,4,2024-02-23
University District,Wifi was slow,4,2024-03-02
University District,Best coffee ever,5,2024-03-24
Financial District,Wifi was slow,5,2024-01-12
Downtown,Tasty food,1,2024-01-24
Suburbs,Friendly barista,1,2024-04-05
Downtown,Will come again,5,2024-04-06
Downtown,Bad experience,2,2024-02-08
Downtown,Too noisy,4,2024-03-14
University District,Excellent staff,2,2024-01-22
Suburbs,Not impressed,4,2024-02-17
University District,Friendly barista,3,2024-04-20
Downtown,Very clean,1,2024-04-14
Mall,Not impressed,3,2024-03-18
Financial District,Not impressed,4,2024-01-04
Financial District,Not impressed,4,2024-01-29
Downtown,Needs more vegan options,5,2024-01-06
University District,Too noisy,2,2024-02-16
Suburbs,Excellent staff,1,2024-02-24
University District,Best coffee ever,4,2024-04-13
Suburbs,Very clean,5,2024-04-15
Mall,Best coffee ever,3,2024-04-12
Suburbs,Not impressed,2,2024-02-24
Suburbs,Loved the croissant,3,2024-04-27
Mall,Excellent staff,4,2024-04-27
Financial District,Not impressed,5,2024-02-18
Suburbs,Coffee was cold,5,2024-01-25
Mall,Not impressed,5,2024-02-14
Suburbs,Will come again,1,2024-01-08
University District,Friendly barista,3,2024-01-11
Mall,Not impressed,4,2024-01-01
Downtown,Too noisy,5,2024-03-10
Suburbs,Best coffee ever,4,2024-04-11
Suburbs,Excellent staff,5,2024-01-28
University District,Bad experience,3,2024-04-05
University District,Very clean,5,2024-01-09
Downtown,Very clean,4,2024-04-07
Mall,Will come again,5,2024-02-18
Downtown,Coffee was cold,5,2024-03-06
Downtown,Very clean,4,2024-01-22
Financial District,Will come again,5,2024-02-08
Downtown,Very clean,5,2024-01-23
Suburbs,Line was too long,4,2024-03-01
Downtown,Friendly barista,3,2024-04-24
University District,Tasty food,3,2024-04-25
University District,Best coffee ever,5,2024-03-07
Suburbs,Excellent staff,3,2024-02-12
Financial District,Excellent staff,4,2024-02-14
Downtown,Bad experience,4,2024-03-20
Mall,Very clean,5,2024-02-10
University District,Tasty food,4,2024-04-03
Suburbs,Best coffee ever,3,2024-01-19
Mall,Needs more vegan options,2,2024-02-13
Downtown,Very clean,3,2024-01-26
Downtown,Coffee was cold,3,2024-01-16
Downtown,Very clean,4,2024-01-22
Mall,Loved the croissant,4,2024-01-06
Downtown,Tasty food,5,2024-02-06
Financial District,Needs more vegan options,1,2024-03-09
Mall,Best coffee ever,4,2024-04-16
University District,Line was too long,2,2024-03-18
Financial District,Not impressed,4,2024-01-24
Suburbs,Bad experience,4,2024-03-18
Downtown,Friendly barista,5,2024-03-13
Suburbs,Needs more vegan options,4,2024-02-09
University District,Wifi was slow,1,2024-04-29
Suburbs,Bad experience,5,2024-03-15
University District,Line was too long,2,2024-01-10
Suburbs,Loved the croissant,5,2024-01-31
University District,Excellent staff,3,2024-02-20
Mall,Too noisy,5,2024-02-23
Mall,Too noisy,3,2024-03-29
Suburbs,Excellent staff,5,2024-02-22
Financial District,Excellent staff,4,2024-01-20
Financial District,Too noisy,4,2024-01-31
Mall,Will come again,4,2024-01-16
Downtown,Best coffee ever,4,2024-04-10
Downtown,Not impressed,3,2024-03-10
Financial District,Friendly barista,3,2024-02-12
Suburbs,Loved the croissant,3,2024-01-11
Financial District,Too noisy,4,2024-02-17
Mall,Great service!,2,2024-04-28
Suburbs,Great service!,4,2024-02-09
Mall,Excellent staff,4,2024-01-19
Financial District,Great service!,4,2024-03-05
Financial District,Line was too long,4,2024-02-27
Mall,Tasty food,4,2024-01-27
Suburbs,Loved the croissant,2,2024-03-25
Suburbs,Very clean,5,2024-02-10
University District,Line was too long,5,2024-01-14
Mall,Excellent staff,4,2024-03-24
Financial District,Coffee was cold,1,2024-02-04
Mall,Line was too long,2,2024-04-10
Mall,Not impressed,4,2024-04-04
Downtown,Bad experience,2,2024-01-02
University District,Will come again,4,2024-03-22
Suburbs,Great service!,3,2024-04-27
Downtown,Best coffee ever,5,2024-03-25
University District,Wifi was slow,4,2024-03-29
Downtown,Loved the croissant,4,2024-01-13
University District,Best coffee ever,1,2024-02-05
University District,Best coffee ever,4,2024-03-21
Mall,Excellent staff,5,2024-04-19
University District,Excellent staff,3,2024-03-16
Financial District,Excellent staff,4,2024-02-11
Financial District,Loved the croissant,4,2024-03-26
Financial District,Tasty food,4,2024-01-24
Financial District,Wifi was slow,4,2024-01-15
Downtown,Bad experience,5,2024-01-07
Suburbs,Too noisy,5,2024-01-03
Suburbs,Wifi was slow,4,2024-01-20
University District,Will come again,5,2024-02-12
Suburbs,Loved the croissant,5,2024-01-26
Downtown,Friendly barista,5,2024-02-14
Financial District,Best coffee ever,4,2024-01-28
Financial District,Bad experience,4,2024-04-26
Financial District,Loved the croissant,5,2024-04-08
Suburbs,Too noisy,4,2024-02-14
Suburbs,Bad experience,5,2024-02-29
Mall,Will come again,4,2024-02-09
Mall,Not impressed,5,2024-01-09
Suburbs,Loved the croissant,5,2024-03-11
Financial District,Line was too long,3,2024-02-09
Suburbs,Excellent staff,4,2024-01-14
Downtown,Excellent staff,3,2024-03-22
Mall,Line was too long,4,2024-01-10
Financial District,Needs more vegan options,4,2024-04-08
Mall,Loved the croissant,4,2024-02-17
University District,Coffee was cold,3,2024-01-15
University District,Loved the croissant,4,2024-02-14
University District,Excellent staff,5,2024-03-08
Suburbs,Not impressed,3,2024-04-21
Mall,Not impressed,2,2024-02-27
Downtown,Loved the croissant,3,2024-04-23
Mall,Very clean,5,2024-01-19
Financial District,Line was too long,2,2024-04-29
Suburbs,Friendly barista,4,2024-02-17
Mall,Excellent staff,5,2024-01-28
Suburbs,Coffee was cold,5,2024-02-13
Suburbs,Very clean,5,2024-03-27
Downtown,Very clean,5,2024-01-22
Financial District,Too noisy,2,2024-03-26
Downtown,Friendly barista,3,2024-04-07
Downtown,Friendly barista,3,2024-02-09
Suburbs,Great service!,4,2024-03-15
Suburbs,Best coffee ever,4,2024-02-13
Downtown,Great service!,3,2024-04-11
University District,Needs more vegan options,2,2024-04-21
University District,Too noisy,4,2024-01-31
Downtown,Will come again,2,2024-03-31
Suburbs,Best coffee ever,5,2024-01-05
Suburbs,Loved the croissant,4,2024-04-15
Financial District,Wifi was slow,5,2024-01-29
Suburbs,Great service!,5,2024-03-09
Mall,Too noisy,4,2024-03-22
Mall,Bad experience,4,2024-04-02
Suburbs,Will come again,5,2024-03-06
Downtown,Tasty food,4,2024-01-14
Mall,Excellent staff,1,2024-03-27
Suburbs,Needs more vegan options,5,2024-02-28
Suburbs,Wifi was slow,3,2024-02-22
Mall,Great service!,2,2024-01-29
Suburbs,Too noisy,5,2024-04-12
Downtown,Wifi was slow,4,2024-03-12
University District,Will come again,3,2024-01-04
Mall,Best coffee ever,5,2024-04-10
Mall,Tasty food,5,2024-02-01
Suburbs,Very clean,4,2024-02-18
Downtown,Will come again,5,2024-02-07
Mall,Will come again,2,2024-04-02
Suburbs,Needs more vegan options,5,2024-01-29
Suburbs,Line was too long,4,2024-01-01
Suburbs,Wifi was slow,4,2024-01-03
Financial District,Friendly barista,4,2024-02-11
Financial District,Not impressed,4,2024-04-18
Downtown,Needs more vegan options,4,2024-03-23
University District,Needs more vegan options,5,2024-03-18
Financial District,Very clean,1,2024-02-01
Downtown,Too noisy,4,2024-01-23
Suburbs,Loved the croissant,3,2024-04-16
Suburbs,Best coffee ever,3,2024-01-26
University District,Loved the croissant,5,2024-03-22
Mall,Loved the croissant,4,2024-04-16
Financial District,Very clean,4,2024-03-19
Financial District,Needs more vegan options,5,2024-03-29
Suburbs,Excellent staff,4,2024-04-09
Downtown,Will come again,3,2024-04-16
University District,Tasty food,2,2024-02-07
University District,Tasty food,4,2024-01-22
Mall,Tasty food,5,2024-03-22
Mall,Too noisy,2,2024-01-12
Downtown,Needs more vegan options,4,2024-03-03
Downtown,Very clean,4,2024-03-31
University District,Wifi was slow,2,2024-04-21
Suburbs,Best coffee ever,2,2024-03-24
Downtown,Tasty food,3,2024-01-16
Downtown,Great service!,2,2024-04-23
Mall,Not impressed,4,2024-02-27
Mall,Tasty food,4,2024-04-19
Mall,Not impressed,4,2024-04-22
Suburbs,Very clean,4,2024-01-15
University District,Great service!,2,2024-03-14
Suburbs,Loved the croissant,4,2024-04-12
Mall,Wifi was slow,4,2024-01-05
Financial District,Very clean,2,2024-04-16
Financial District,Will come again,3,2024-04-26
University District,Too noisy,3,2024-04-08
Mall,Best coffee ever,4,2024-03-21
Mall,Excellent staff,4,2024-02-20
Suburbs,Line was too long,3,2024-02-10
University District,Very clean,2,2024-04-03
Suburbs,Line was too long,3,2024-01-04
Mall,Will come again,5,2024-02-16
Downtown,Great service!,2,2024-04-26
Financial District,Will come again,4,2024-01-22
Mall,Best coffee ever,3,2024-01-31
Downtown,Wifi was slow,4,2024-01-29
Financial District,Coffee was cold,3,2024-02-10
Downtown,Not impressed,4,2024-03-01
University District,Best coffee ever,5,2024-02-22
Downtown,Coffee was cold,4,2024-01-16
Downtown,Best coffee ever,5,2024-02-24
University District,Coffee was cold,4,2024-03-29
Downtown,Friendly barista,5,2024-01-17
Financial District,Bad experience,4,2024-01-18
Downtown,Friendly barista,3,2024-04-10
Downtown,Excellent staff,4,2024-02-06
University District,Will come again,5,2024-02-29
Financial District,Bad experience,5,2024-01-29
University District,Not impressed,4,2024-04-14
Downtown,Wifi was slow,5,2024-03-31
University District,Line was too long,4,2024-04-04
University District,Best coffee ever,5,2024-03-27
Downtown,Not impressed,4,2024-04-15
Downtown,Needs more vegan options,3,2024-03-29
Mall,Line was too long,2,2024-04-28
Downtown,Excellent staff,4,2024-01-22
Downtown,Great service!,5,2024-02-23
Mall,Too noisy,5,2024-03-17
Financial District,Not impressed,1,2024-03-21
Mall,Coffee was cold,2,2024-02-14
University District,Line was too long,2,2024-04-12
Mall,Coffee was cold,5,2024-02-21
Mall,Great service!,4,2024-02-27
Financial District,Excellent staff,4,2024-01-03
Suburbs,Coffee was cold,3,2024-01-01
Financial District,Will come again,2,2024-02-24
Mall,Coffee was cold,5,2024-04-15
University District,Bad experience,5,2024-04-20
University District,Will come again,3,2024-02-14
Suburbs,Will come again,5,2024-02-26
Downtown,Needs more vegan options,3,2024-01-17
Mall,Very clean,5,2024-01-29
Downtown,Coffee was cold,2,2024-01-18
University District,Coffee was cold,3,2024-04-15
Downtown,Will come again,5,2024-04-25
Financial District,Line was too long,3,2024-01-09
Financial District,Needs more vegan options,1,2024-03-30
Suburbs,Needs more vegan options,3,2024-03-28
Downtown,Too noisy,5,2024-04-06
Suburbs,Very clean,4,2024-03-16
Financial District,Too noisy,3,2024-04-16
Financial District,Needs more vegan options,4,2024-04-16
Suburbs,Coffee was cold,4,2024-01-15
Financial District,Best coffee ever,4,2024-04-25
Downtown,Too noisy,4,2024-03-18
Mall,Bad experience,2,2024-01-09
Mall,Very clean,3,2024-01-31
Financial District,Best coffee ever,1,2024-04-07
Mall,Not impressed,5,2024-01-02
Mall,Too noisy,5,2024-02-23
Mall,Will come again,3,2024-02-17
Financial District,Excellent staff,4,2024-04-11
Mall,Not impressed,5,2024-04-18
Suburbs,Bad experience,4,2024-04-11
Suburbs,Bad experience,5,2024-01-01
Mall,Loved the croissant,4,2024-03-03
University District,Bad experience,5,2024-04-18
University District,Best coffee ever,5,2024-02-03
Suburbs,Needs more vegan options,4,2024-03-27
Suburbs,Tasty food,4,2024-03-05
Mall,Loved the croissant,3,2024-04-06
Financial District,Excellent staff,4,2024-01-11
Suburbs,Needs more vegan options,4,2024-04-21
Mall,Best coffee ever,2,2024-01-09
Suburbs,Too noisy,4,2024-01-07
Suburbs,Excellent staff,4,2024-02-15
Mall,Wifi was slow,5,2024-02-06
Mall,Needs more vegan options,3,2024-04-24
Downtown,Great service!,4,2024-03-28
Financial District,Needs more vegan options,4,2024-02-18
Downtown,Wifi was slow,5,2024-01-08
Downtown,Too noisy,3,2024-03-01
Downtown,Will come again,3,2024-02-05
Downtown,Not impressed,4,2024-01-02
Downtown,Friendly barista,2,2024-04-28
Suburbs,Excellent staff,4,2024-04-25
Downtown,Coffee was cold,5,2024-02-14
Mall,Coffee was cold,1,2024-04-25
Financial District,Wifi was slow,3,2024-01-06
University District,Loved the croissant,4,2024-04-23
University District,Too noisy,5,2024-02-06
Suburbs,Will come again,4,2024-02-26
Downtown,Excellent staff,5,2024-03-16
Mall,Excellent staff,4,2024-01-19
University District,Line was too long,4,2024-02-21
Downtown,Line was too long,3,2024-04-02
University District,Bad experience,3,2024-03-23
University District,Tasty food,4,2024-01-31
Downtown,Loved the croissant,3,2024-02-16
Financial District,Line was too long,4,2024-02-08
Financial District,Great service!,4,2024-04-02
Suburbs,Too noisy,3,2024-02-20
Mall,Needs more vegan options,5,2024-02-24
Downtown,Bad experience,4,2024-01-21
University District,Friendly barista,4,2024-04-08
Financial District,Line was too long,3,2024-02-02
Mall,Excellent staff,3,2024-01-21
Mall,Coffee was cold,3,2024-01-10
Downtown,Friendly barista,3,2024-01-04
Downtown,Friendly barista,4,2024-02-17
Downtown,Line was too long,5,2024-02-26
Financial District,Will come again,4,2024-01-12
Suburbs,Bad experience,4,2024-01-10
Suburbs,Line was too long,3,2024-03-07
Suburbs,Best coffee ever,5,2024-01-08
Mall,Very clean,5,2024-03-09
Mall,Very clean,4,2024-04-27
Financial District,Friendly barista,3,2024-04-21
Downtown,Best coffee ever,2,2024-04-09
Downtown,Bad experience,5,2024-04-21
University District,Excellent staff,4,2024-01-22
University District,Needs more vegan options,2,2024-02-04
University District,Wifi was slow,4,2024-03-27
Mall,Best coffee ever,4,2024-01-04
Suburbs,Too noisy,4,2024-01-16
Financial District,Not impressed,4,2024-02-06
Suburbs,Will come again,4,2024-01-22
Downtown,Tasty food,5,2024-03-25
University District,Too noisy,5,2024-03-02
Suburbs,Coffee was cold,5,2024-02-19
Downtown,Very clean,3,2024-02-29
University District,Line was too long,2,2024-01-27
Suburbs,Too noisy,4,2024-02-21
Suburbs,Loved the croissant,4,2024-02-09
Suburbs,Bad experience,3,2024-03-12
University District,Tasty food,5,2024-03-11
Mall,Very clean,5,2024-04-15
University District,Best coffee ever,4,2024-04-07
Financial District,Will come again,4,2024-01-30
University District,Coffee was cold,4,2024-02-21
Suburbs,Friendly barista,3,2024-03-29
Downtown,Line was too long,3,2024-02-07
Downtown,Too noisy,3,2024-01-15
Suburbs,Very clean,5,2024-04-19
Mall,Not impressed,4,2024-01-28
Mall,Best coffee ever,5,2024-02-28
University District,Great service!,5,2024-02-09
University District,Coffee was cold,4,2024-03-13
Downtown,Too noisy,5,2024-01-05
Suburbs,Excellent staff,3,2024-04-10
Suburbs,Very clean,2,2024-04-14
University District,Needs more vegan options,5,2024-03-26
Financial District,Tasty food,5,2024-02-08
University District,Tasty food,4,2024-04-13
University District,Friendly barista,1,2024-02-25
Mall,Coffee was cold,5,2024-03-19
University District,Coffee was cold,4,2024-02-04
University District,Wifi was slow,4,2024-04-26
Financial District,Very clean,3,2024-03-31
Downtown,Excellent staff,4,2024-01-17
Downtown,Coffee was cold,4,2024-01-19
University District,Needs more vegan options,1,2024-01-18
Suburbs,Needs more vegan options,1,2024-03-14
University District,Loved the croissant,4,2024-01-02
Mall,Needs more vegan options,3,2024-03-06
Financial District,Very clean,5,2024-02-18
University District,Line was too long,2,2024-04-20
Downtown,Bad experience,4,2024-03-31
University District,Line was too long,3,2024-03-20
Financial District,Will come again,5,2024-02-01
Financial District,Line was too long,2,2024-02-07
Suburbs,Friendly barista,5,2024-04-25
Suburbs,Tasty food,5,2024-01-26
Suburbs,Best coffee ever,5,2024-04-05
University District,Loved the croissant,3,2024-04-07
Downtown,Friendly barista,3,2024-04-20
Mall,Bad experience,2,2024-02-22
Downtown,Not impressed,4,2024-02-19
Financial District,Tasty food,4,2024-03-12
Downtown,Line was too long,1,2024-04-09
University District,Not impressed,4,2024-04-03
Suburbs,Excellent staff,1,2024-03-09
Downtown,Excellent staff,4,2024-02-01
Financial District,Too noisy,5,2024-03-12
Financial District,Coffee was cold,4,2024-01-22
Mall,Excellent staff,4,2024-04-22
Downtown,Very clean,4,2024-04-11
University District,Too noisy,5,2024-02-16
Financial District,Great service!,5,2024-01-01
Mall,Coffee was cold,4,2024-03-15
Financial District,Bad experience,5,2024-02-07
Mall,Coffee was cold,2,2024-02-24
Financial District,Line was too long,2,2024-01-06
University District,Coffee was cold,5,2024-03-24
University District,Tasty food,4,2024-01-20
Financial District,Very clean,3,2024-03-02
Suburbs,Not impressed,4,2024-01-18
University District,Needs more vegan options,4,2024-03-22
University District,Loved the croissant,3,2024-03-11
Mall,Coffee was cold,3,2024-02-01
Mall,Friendly barista,1,2024-03-30
Downtown,Tasty food,5,2024-01-24
Downtown,Coffee was cold,5,2024-04-21
University District,Best coffee ever,1,2024-04-27
University District,Line was too long,3,2024-02-23
Financial District,Loved the croissant,5,2024-04-28
Suburbs,Wifi was slow,1,2024-02-20
Financial District,Line was too long,4,2024-01-12
University District,Loved the croissant,3,2024-03-30
Mall,Line was too long,5,2024-04-03
Downtown,Will come again,4,2024-03-22
Suburbs,Bad experience,5,2024-03-08
Mall,Coffee was cold,3,2024-02-03
University District,Great service!,3,2024-03-27
Suburbs,Wifi was slow,4,2024-04-02
Suburbs,Loved the croissant,5,2024-03-01
Downtown,Not impressed,1,2024-03-03
Suburbs,Wifi was slow,3,2024-03-13
University District,Very clean,5,2024-02-08
Downtown,Loved the croissant,4,2024-03-16
University District,Loved the croissant,4,2024-02-06
Suburbs,Tasty food,4,2024-01-12
University District,Not impressed,3,2024-01-16
Mall,Not impressed,5,2024-01-19
Suburbs,Too noisy,3,2024-03-16
Financial District,Great service!,4,2024-01-01
Financial District,Very clean,4,2024-03-05
Mall,Best coffee ever,3,2024-01-19
Financial District,Friendly barista,3,2024-02-21
Financial District,Friendly barista,4,2024-02-13
Downtown,Will come again,5,2024-04-10
University District,Bad experience,5,2024-04-14
Suburbs,Wifi was slow,4,2024-02-13
Financial District,Great service!,4,2024-01-02
Suburbs,Tasty food,4,2024-03-17
Mall,Very clean,5,2024-01-04
Financial District,Tasty food,4,2024-01-19
Downtown,Loved the croissant,2,2024-04-13
Suburbs,Tasty food,4,2024-02-14
Mall,Needs more vegan options,5,2024-02-02
Downtown,Tasty food,5,2024-01-17
University District,Will come again,4,2024-02-26
Mall,Very clean,2,2024-01-17
Downtown,Will come again,4,2024-01-04
Suburbs,Great service!,4,2024-01-08
Downtown,Bad experience,4,2024-04-03
Mall,Not impressed,3,2024-04-25
University District,Bad experience,4,2024-02-06
University District,Needs more vegan options,4,2024-04-21
Mall,Coffee was cold,2,2024-04-05
Suburbs,Friendly barista,4,2024-01-02
University District,Needs more vegan options,5,2024-03-29
Financial District,Will come again,4,2024-01-26
Financial District,Great service!,4,2024-02-10
University District,Coffee was cold,4,2024-01-13
Suburbs,Will come again,3,2024-03-23
Suburbs,Coffee was cold,2,2024-01-24
Suburbs,Needs more vegan options,4,2024-03-13
Suburbs,Too noisy,4,2024-04-08
Suburbs,Line was too long,4,2024-03-02
Downtown,Needs more vegan options,4,2024-04-05
University District,Loved the croissant,3,2024-03-05
Mall,Needs more vegan options,4,2024-01-31
Financial District,Excellent staff,1,2024-01-18
University District,Needs more vegan options,3,2024-01-15
Financial District,Loved the croissant,5,2024-01-24
University District,Friendly barista,5,2024-03-05
University District,Very clean,4,2024-01-15
Financial District,Excellent staff,5,2024-03-27
Suburbs,Very clean,4,2024-04-23
Financial District,Best coffee ever,3,2024-02-20
